country,countryname,party,abbrev,name,name_english,year_min,year_max,is_alliance,max_pervote,max_presvote
34,"Greece",34020,"SYRIZA","SynaspismÃ³s RizospastikÃ­s AristerÃ¡s","Coalition of the Radical Left",2004,2012,1,16.781,
34,"Greece",34210,"KKE","Kommounistiko Komma Elladas","Communist Party of Greece",1974,2015,0,10.938,
34,"Greece",34211,"SYN","Synaspismos tis Aristeras kai tis Proodou","Progressive Left Coalition",1989,2000,1,13.126,
34,"Greece",34212,"SYRIZA","SynaspismÃ³s RizospastikÃ­s AristerÃ¡s","Coalition of the Radical Left",2012,2015,0,36.34,
34,"Greece",34213,"DIMAR","Dimokratiki Aristera","Democratic Left",2012,2015,0,6.256,
34,"Greece",34214,"LAE","LaÄ«kÃ­ EnÃ³tita","Popular Unity",2015,2015,0,2.8599999,
34,"Greece",34313,"PASOK","Panellinio Socialistiko Kinima","Panhellenic Socialist Movement",1974,2015,0,48.074001,
34,"Greece",34314,"DIKKI","Dimokratiko Kinoniko Kinima","Democratic Social Movement",1996,1996,0,4.4369998,
34,"Greece",34340,"","To Potami","The River",2015,2015,0,5.9060001,
34,"Greece",34410,"EK","Enosi Kentroon","Union of Centrists",2015,2015,0,3.352,
34,"Greece",34510,"EDIK","Enosi Dimokratikou Kentrou","Union of the Democratic Centre",1974,1977,0,20.423,
34,"Greece",34511,"ND","Nea Dimokratia","New Democracy",1974,2015,0,54.373001,
34,"Greece",34512,"Pola","Politiki Anixi","Political Spring",1993,1996,0,4.8740001,
34,"Greece",34610,"EP","Ethniki Parataxis","National Alignment",1977,1977,0,6.823,
34,"Greece",34710,"LAOS","LaikÃ³s OrthÃ³doxos SynagermÃ³s","Popular Orthodox Rally",2007,2012,0,5.6300001,
34,"Greece",34720,"XA","Chrysi Avgi","Golden Dawn",2012,2015,0,6.9720001,
34,"Greece",34730,"ANEL","Anexartitoi Ellines","Independent Greeks",2012,2015,0,10.605,
35,"Portugal",35060,"PÃ F","Portugal Ã  Frente","Portugal Ahead",2015,2015,1,40.034,
35,"Portugal",35110,"PEV","Partido Ecologista â€˜Os Verdesâ€™","Ecologist Party â€˜The Greens'",1983,2019,0,1.1670001,
35,"Portugal",35120,"PAN","Pessoas-Animais-Natureza","People-Animals-Nature",2015,2019,0,3.493,
35,"Portugal",35130,"L","LIVRE","Free",2019,2019,0,1.1440001,
35,"Portugal",35210,"UDP","UniÃ£o DemocrÃ¡tica Popular","Popular Democratic Union",1975,1987,0,2.2249999,
35,"Portugal",35211,"BE","Bloco de Esquerda","Left Bloc",1999,2019,0,10.581,
35,"Portugal",35220,"PCP","Partido Comunista PortuguÃªs","Portuguese Communist Party",1975,2019,0,18.27,
35,"Portugal",35229,"CDU","ColigaÃ§Ã£o DemocrÃ¡tica UnitÃ¡ria","Unified Democratic Coalition",1991,2005,0,9.1029997,
35,"Portugal",35310,"MDP","Movimento DemocrÃ¡tico PortuguÃªs","Popular Democratic Movement",1975,1985,0,4.4299998,
35,"Portugal",35311,"PS","Partido Socialista","Socialist Party",1975,2019,0,46.396,
35,"Portugal",35312,"PRD","Partido Renovador DemocrÃ¡tico","Democratic Renewal Party",1985,1987,0,18.525999,
35,"Portugal",35313,"PSD","Partido Social Democrata","Social Democratic Party",1975,2019,0,51.286999,
35,"Portugal",35315,"ID","IntervenÃ§Ã£o DemocrÃ¡tica","Democratic Intervention",1987,1987,0,.80400002,
35,"Portugal",35316,"ASDI","AssociaÃ§Ã£o dos Sociais Democratas Independentes","Association of Independent Social Democrats",1980,1980,0,1.55,
35,"Portugal",35317,"UEDS","UniÃ£o de Esquerda para a Democracia Socialista","Leftwing Union for the Socialist Democracy",1980,1980,0,1.55,
35,"Portugal",35410,"IL","Iniciativa Liberal","Liberal Iniciative",2019,2019,0,1.355,
35,"Portugal",35520,"CDS-PP","Centro DemocrÃ¡tico Social-Partido Popular","Social Democratic Center-Popular Party",1975,2019,0,16.690001,
35,"Portugal",35710,"PPM","Partido Popular MonÃ¡rquico","Popular Monarchist Party",1976,1983,0,2.1600001,
35,"Portugal",35720,"","Chega","Enough",2019,2019,0,1.358,
35,"Portugal",35951,"PSN","Partido de Solidariedade Nacional","National Solidarity Party",1991,1991,0,1.706,
41,"Germany",41111,"","Die GrÃ¼nen","The Greens",1983,1987,0,8.2559996,
41,"Germany",41112,"Greens/90","GrÃ¼ne/BÃ¼ndnisâ€˜90","Greens/Allianceâ€˜90",1990,1990,0,1.2029999,
41,"Germany",41113,"90/Greens","BÃ¼ndnisâ€˜90/Die GrÃ¼nen","Allianceâ€˜90/Greens",1994,2021,0,14.8,
41,"Germany",41220,"KPD","Kommunistische Partei Deutschlands","Communist Party of Germany",1949,1949,0,5.7379999,
41,"Germany",41221,"PDS","Partei des Demokratischen Sozialismus","Party of Democratic Socialism",1990,2002,0,5.1009998,
41,"Germany",41222,"L-PDS","Die Linke.PDS","The Left. Party of Democratic Socialism",2005,2005,0,8.7089996,
41,"Germany",41223,"LINKE","Die Linke","The Left",2009,2021,0,11.888,
41,"Germany",41320,"SPD","Sozialdemokratische Partei Deutschlands","Social Democratic Party of Germany",1949,2021,0,45.849998,
41,"Germany",41420,"FDP","Freie Demokratische Partei","Free Democratic Party",1949,2021,0,14.563,
41,"Germany",41521,"CDU/CSU","Christlich-Demokratische Union/Christlich-Soziale Union","Christian Democratic Union/Christian Social Union",1949,2021,1,50.186001,
41,"Germany",41522,"DZ","Deutsche Zentrumspartei","Centre Party",1949,1953,0,3.0650001,
41,"Germany",41620,"DP","Deutsche Partei","German Party",1949,1957,0,3.961,
41,"Germany",41711,"WAV","Wirtschaftliche Aufbauvereinigung","Economic Reconstruction League",1949,1949,0,2.8729999,
41,"Germany",41712,"DRP","Deutsche Reichspartei","German Reich Party",1949,1949,0,1.808,
41,"Germany",41911,"BP","Bayernpartei","Bavarian Party",1949,1949,0,4.1570001,
41,"Germany",41912,"SSW","SÃ¼dschleswigscher WÃ¤hlerverband - Sydslesvigsk VÃ¦lgerforening","South Schleswig Votersâ€™ Union",1949,2021,0,.31799999,
41,"Germany",41951,"GB/BHE","Gesamtdeutscher Block/Bund der Heimatvertriebenen und Entrechteten","Refugee Party",1953,1953,0,5.869,
41,"Germany",41952,"","Piraten","Pirates",2013,2013,0,2.2,
41,"Germany",41953,"AfD","Alternative fÃ¼r Deutschland","Alternative for Germany",2013,2021,0,12.637,
42,"Austria",42110,"GRÃœNE","Die GrÃ¼nen","The Greens",1986,2019,0,13.9,
42,"Austria",42120,"PILZ","Liste Peter Pilz","Peter Pilz List",2017,2017,0,4.4089999,
42,"Austria",42220,"KPÃ–","Kommunistische Partei Ã–sterreichs","Austrian Communist Party",2002,2008,0,.75999999,
42,"Austria",42320,"SPÃ–","Sozialdemokratische Partei Ã–sterreichs","Austrian Social Democratic Party",1949,2019,0,51.028,
42,"Austria",42420,"FPÃ–","Freiheitliche Partei Ã–sterreichs","Austrian Freedom Party",1949,2019,0,26.91,
42,"Austria",42421,"LIF","Liberales Forum","Liberal Forum",1994,1995,0,5.9699998,
42,"Austria",42430,"NEOS","Das Neue Ã–sterreich und Liberales Forum","The New Austria and Liberal Forum",2013,2019,0,8.1029997,
42,"Austria",42520,"Ã–VP","Ã–sterreichische Volkspartei","Austrian Peopleâ€™s Party",1949,2019,0,48.348999,
42,"Austria",42710,"BZÃ–","BÃ¼ndnis Zukunft Ã–sterreich","Alliance for the Future of Austria",2006,2008,0,10.7,
42,"Austria",42951,"TS","Team Stronach fÃ¼r Ã–sterreich","Team Stronach for Austria",2013,2013,0,5.7249999,
43,"Switzerland",43020,"EAG","Ensemble Ã  Gauche","Together on the Left",2019,2019,1,,
43,"Switzerland",43110,"GPS/FPE","FÃ¶deration der GrÃ¼nen Parteien der Schweiz/FÃ©dÃ©ration des partis Ã©cologistes de Suisse","Federation of Green Parties",1979,2019,0,13.2,
43,"Switzerland",43120,"GLP","GrÃ¼nliberale Partei der Schweiz","Green Liberal Party",2007,2019,0,7.803,
43,"Switzerland",43220,"PdAS/PdTS","Partei der Arbeit der Schweiz/Parti suisse du travail","Swiss Labour Party",1991,2019,0,1.21,
43,"Switzerland",43320,"SPS/PSS","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Social Democratic Party of Switzerland",1947,2019,0,26.849001,
43,"Switzerland",43321,"LdU/AdI","Landesring der UnabhÃ¤ngigen/Alliance des IndÃ©pendants","Independentsâ€™ Alliance",1947,1999,0,8.9779997,
43,"Switzerland",43420,"FDP/PLR","FDP.Die Liberalen/PLR.Les LibÃ©raux-Radicaux","FDP.The Liberals",1947,2019,0,24.069,
43,"Switzerland",43520,"CVP/PDC","Christlichdemokratische Volkspartei der Schweiz/Parti dÃ©mocrate-chrÃ©tien suisse","Christian Democratic Peopleâ€™s Party of Switzerland",1947,2019,0,23.235001,
43,"Switzerland",43530,"EVP/PEV","Evangelische Volkspartei der Schweiz/Parti EvangÃ©lique Suisse","Protestant Peopleâ€™s Party of Switzerland",1971,2019,0,2.4419999,
43,"Switzerland",43531,"LPS/PLS","Liberale Partei der Schweiz/Parti libÃ©ral suisse","Liberal Party of Switzerland",1991,2003,0,3.04,
43,"Switzerland",43540,"CSP/PCS","Christlich-soziale Partei/Parti ChrÃ©tien-Social","Christian Social Party",2007,2011,0,.43399999,
43,"Switzerland",43710,"SD/DS","Schweizer Demokraten/DÃ©mocrates suisses","Swiss Democrats",1971,2003,0,3.312,
43,"Switzerland",43711,"EDU/UDF","EidgenÃ¶ssisch-Demokratische Union/Union DÃ©mocratique FÃ©dÃ©rale","Federal Democratic Union",1991,2019,0,1.3099999,
43,"Switzerland",43810,"SVP/UDC","Schweizerische Volkspartei/Union dÃ©mocratique du centre","Swiss Peopleâ€™s Party",1947,2019,0,29.386,
43,"Switzerland",43811,"BDP/PBD","BÃ¼rgerlich-Demokratische Partei Schweiz/Parti Bourgeois DÃ©mocratique Suisse","Conservative Democratic Party of Switzerland",2011,2019,0,5.415,
43,"Switzerland",43901,"LdT","Lega dei Ticinesi","Ticino League",2007,2019,0,.80500001,
43,"Switzerland",43902,"MCG","Mouvement Citoyens Genevios","Geneva Citizens' Movement",2011,2015,0,.43900001,
43,"Switzerland",43951,"FPS","Freiheitspartei der Schweiz","Freedom Party of Switzerland",1987,1995,0,5.0669999,
51,"United Kingdom",51110,"GPEW","Green Party of England and Wales","Green Party of England and Wales",2015,2019,0,3.8,
51,"United Kingdom",51210,"SF","Sinn FÃ©in","We Ourselves",1997,2019,0,.74199998,
51,"United Kingdom",51320,"Labour","Labour Party","Labour Party",1945,2019,0,48.778,
51,"United Kingdom",51330,"SDP","Social Democratic Party","Social Democratic Party",1983,1987,0,11.642,
51,"United Kingdom",51340,"SDLP","Social Democratic and Labour Party","Social Democratic and Labour Party",2015,2019,0,.37099999,
51,"United Kingdom",51420,"","Liberal Party","Liberal Party",1945,1987,0,19.334999,
51,"United Kingdom",51421,"LibDems","Liberal Democrats","Liberal Democrats",1992,2019,0,23,
51,"United Kingdom",51430,"Alliance","Alliance Party of Northern Ireland","Alliance Party of Northern Ireland",2019,2019,0,.419,
51,"United Kingdom",51620,"Conservatives","Conservative Party","Conservative Party",1945,2019,0,49.742001,
51,"United Kingdom",51621,"UUP","Ulster Unionist Party","Ulster Unionist Party",1992,2015,0,.82999998,
51,"United Kingdom",51901,"PC","Plaid Cymru","The Party of Wales",2015,2019,0,.59100002,
51,"United Kingdom",51902,"SNP","Scottish National Party","Scottish National Party",1992,2019,0,4.7329998,
51,"United Kingdom",51903,"DUP","Democratic Unionist Party","Democratic Unionist Party",1992,2019,0,.90799999,
51,"United Kingdom",51951,"UKIP","United Kingdom Independence Party","United Kingdom Independence Party",2001,2017,0,12.629,
52,"Northern Ireland",52320,"NILP","Northern Ireland Labour Party","Northern Ireland Labour Party",1925,1969,0,,
52,"Northern Ireland",52620,"UP","Unionist Party","Unionist Party",1921,1973,0,,
52,"Northern Ireland",52710,"NP","Nationalist Party","Nationalist Party",1921,1969,0,,
53,"Ireland",53021,"ULA","United Left Alliance","United Left Alliance",2011,2011,1,2.7,
53,"Ireland",53110,"Greens","Green Party/Comhaontas Glas","Green Party",1989,2016,0,4.6919999,
53,"Ireland",53220,"WP","PÃ¡irtÃ­ na nOibri","Workersâ€™ Party",1981,1989,0,4.9650002,
53,"Ireland",53221,"DLP","Democratic Left Party","Democratic Left Party",1992,1997,0,2.78,
53,"Ireland",53230,"","PÃ¡irtÃ­ SÃ³isialach","Socialist Party",2011,2011,0,,
53,"Ireland",53231,"PBP","People Before Profit","People Before Profit",2016,2016,0,1.977,
53,"Ireland",53240,"AAA","Anti-Austerity Alliance","Anti-Austerity Alliance",2016,2016,0,1.969,
53,"Ireland",53250,"WUA","Workers and Unemployment Action","Workers and Unemployment Action",2016,2016,0,.34900001,
53,"Ireland",53320,"Labour","PÃ¡irti Lucht Oibre","Labour Party",1948,2016,0,19.447001,
53,"Ireland",53321,"","Social Democrats","Social Democrats",2016,2016,0,3.0050001,
53,"Ireland",53420,"PD","Progressive Democrats","Progressive Democrats",1987,2007,0,11.849,
53,"Ireland",53520,"","Fine Gael","Family of the Irish",1948,2016,0,39.217999,
53,"Ireland",53620,"","Fianna FÃ¡il","Soldiers of Destiny",1948,2016,0,50.630001,
53,"Ireland",53714,"CnP","Clann na Poblachta","Republican Party",1948,1965,0,13.21,
53,"Ireland",53810,"CnT","Clann na Talmhan","Party of the Land",1948,1961,0,5.5770001,
53,"Ireland",53951,"SF","Sinn FÃ©in","We Ourselves",1997,2016,0,13.846,
53,"Ireland",53981,"","Independent Alliance","Independent Alliance",2016,2016,0,4.2119999,
54,"Malta",54320,"PL","Partit Laburista","Labour Party",1996,1998,0,50.73,
54,"Malta",54620,"PN","Partit Nazzjonalista","Nationalist Party",1996,1998,0,51.811001,
55,"Cyprus",55110,"","Kinima Ikologon - Sinergasia PolitÃ³n","Movement of Ecologists - Citizens' Cooperation",2006,2016,0,4.8119998,
55,"Cyprus",55321,"AKEL","AnorthotikÃ³ KÃ³mma ErgazÃ³menou LaÃ³u","Progressive Party of the Working People",1996,2016,0,35.200001,
55,"Cyprus",55322,"EDEK","Kinima Sosialdimokraton","Social Democrats' Movement",1996,2016,0,8.9259996,
55,"Cyprus",55340,"SYPOL","SimmachÃ­a PolitÃ³n","Citizens' Alliance",2016,2016,0,6.0089998,
55,"Cyprus",55421,"KF","Komma Fileleftheron","Liberal Party",1996,1996,0,,
55,"Cyprus",55422,"DiKo","DimokratikÃ³ KÃ³mma","Democratic Party",1996,2016,0,17.92,
55,"Cyprus",55423,"KED","Kinima ton Eleftheron Dimokratikon","Free Democrats Movement",1996,1996,0,3.6900001,
55,"Cyprus",55430,"EVROKO","EvropaikÃ³ KÃ³mma","European Party",2006,2011,0,5.7459998,
55,"Cyprus",55610,"KA","Kinima Allileggiis","Solidarity Movement",2016,2016,0,5.243,
55,"Cyprus",55711,"DISY","DimokratikÃ³s SynagermÃ³s","Democratic Coalition",1996,2016,0,34.48,
55,"Cyprus",55720,"ELAM","Ethniko Laiko Metopo","National Popular Front",2016,2016,0,3.711,
61,"United States",61320,"Democrats","Democratic Party","Democratic Party",1920,2020,0,57.709999,61.049999
61,"United States",61620,"Republicans","Republican Party","Republican Party",1920,2020,0,58.200001,60.689999
61,"United States",61621,"","La Follette Progressive Party","La Follette Progressive Party",1924,1924,0,.1,16.6
61,"United States",61622,"","Progressive Party (H. Wallace)","Progressive Party (H. Wallace)",1948,1948,0,.1,2.4000001
61,"United States",61911,"","Stateâ€™s Rights Party","Stateâ€™s Rights Party",1948,1948,0,.1,2.4000001
62,"Canada",62110,"","Green Party","Green Party",2008,2015,0,6.8010001,
62,"Canada",62320,"NDP","New Democratic Party","New Democratic Party",1945,2015,0,30.646999,
62,"Canada",62420,"LP","Liberal Party of Canada","Liberal Party of Canada",1945,2015,0,49.541,
62,"Canada",62620,"PCP","Progressive Conservative Party","Progressive Conservative Party",1945,2000,0,53.636002,
62,"Canada",62621,"RPC","Reform Party of Canada","Reform Party of Canada",1993,1997,0,19.351999,
62,"Canada",62622,"CA","Canadian Reform Conservative Alliance","Canadian Reform Conservative Alliance",2000,2000,0,25.49,
62,"Canada",62623,"CP","Conservative Party of Canada","Conservative Party of Canada",2004,2015,0,39.631001,
62,"Canada",62901,"BQ","Bloc QuÃ©bÃ©cois","Quebec Bloc",1993,2015,0,13.507,
62,"Canada",62951,"Socred","Social Credit","Social Credit",1945,1974,0,11.917,
63,"Australia",63110,"","Australian Greens","Australian Greens",2004,2016,0,11.764,
63,"Australia",63320,"ALP","Australian Labor Party","Australian Labor Party",1946,2016,0,50.032001,
63,"Australia",63321,"AD","Australian Democrats","Australian Democrats",1990,2001,0,11.255,
63,"Australia",63330,"DLP","Democratic Labor Party","Democratic Labor Party",1955,1977,0,7.8039999,
63,"Australia",63410,"PUP","Palmer United Party","Palmer United Party",2013,2013,0,5.4899998,
63,"Australia",63620,"LPA","Liberal Party of Australia","Liberal Party of Australia",1946,2016,0,41.799,
63,"Australia",63621,"LNP","Liberal National Party of Queensland","Liberal National Party of Queensland",2010,2016,0,9.1149998,
63,"Australia",63622,"CLP","Country Liberal Party","Country Liberal Party",2013,2013,0,.32100001,
63,"Australia",63710,"KAT","Katter's Australian Party","Katter's Australian Party",2013,2016,0,1.039,
63,"Australia",63810,"NCP","National Country Party","National Country Party",1946,2016,0,11.524,
63,"Australia",63901,"","Centre Alliance","Centre Alliance",2016,2016,0,1.849,
64,"New Zealand",64110,"Greens","Green Party of Aotearoa New Zealand","Green Party of Aotearoa New Zealand",1999,2020,0,11.056,
64,"New Zealand",64320,"Labour","New Zealand Labour Party","New Zealand Labour Party",1946,2020,0,51.278999,
64,"New Zealand",64321,"Alliance","The Alliance","The Alliance",1993,1999,1,18.205999,
64,"New Zealand",64420,"ACT","ACT New Zealand","ACT New Zealand",1996,2020,0,7.5882745,
64,"New Zealand",64421,"","United Future New Zealand","United Future New Zealand",2002,2014,0,6.6900001,
64,"New Zealand",64422,"Progressive","Progressive Party","Progressive Party",2002,2008,0,1.7,
64,"New Zealand",64620,"National","New Zealand National Party","New Zealand National Party",1946,2020,0,53.994999,
64,"New Zealand",64621,"NZF","New Zealand First Party","New Zealand First Party",1993,2020,0,12.95,
64,"New Zealand",64901,"","MÄori Party","MÄori Party",2005,2020,0,3.4000001,
64,"New Zealand",64902,"Mana","Mana Party","Mana Party",2011,2011,0,1.08,
64,"New Zealand",64951,"NZDP","New Zealand Democratic Party","New Zealand Democratic Party",1954,1990,0,20.657,
71,"Japan",71110,"","Nippon Mirai no TÅ","Tomorrow Party of Japan",2012,2012,0,5.6900001,
71,"Japan",71111,"PLP","Seikatsu no TÅ","People's Life Party",2014,2014,0,1.929,
71,"Japan",71220,"JCP","Nihon KyÅsan-tÅ","Japanese Communist Party",1960,2017,0,13.08,
71,"Japan",71320,"SDPJ","Nihon Shakai-tÅ","Social Democratic Party of Japan",1960,2017,0,29.028999,
71,"Japan",71321,"DSP","Minshu-Shakai-tÅ","Democratic Socialist Party",1960,1993,0,8.7679996,
71,"Japan",71322,"SDF","Shaminren","Social Democratic Federation",1979,1990,0,.86299998,
71,"Japan",71410,"","Minna no TÅ","Your Party",2009,2012,0,8.717,
71,"Japan",71420,"LL","JiyÅ« RengÅ","Liberal League",2003,2003,0,0,
71,"Japan",71430,"JRP","Nippon Ishin no Kai","Japan Restoration Party",2012,2017,0,20.375999,
71,"Japan",71440,"CDP","Rikken MinshutÅ","Constitutional Democratic Party of Japan",2017,2017,0,19.880518,
71,"Japan",71530,"NKP","Shin KÅmei-tÅ","New Clean Government Party",1967,2017,0,14.777,
71,"Japan",71620,"LDP","JiyÅ«-Minshu-tÅ","Liberal Democratic Party",1960,2017,0,57.556999,
71,"Japan",71621,"NLC","Shin-JiyÅ«-Kurabu","New Liberal Club",1976,1986,0,4.1760001,
71,"Japan",71622,"JRP","Shinsei-tÅ","Japan Renewal Party",1993,1993,0,10.097,
71,"Japan",71623,"NFP","Sinshin-tÅ","New Frontier Party",1996,1996,0,28.040001,
71,"Japan",71624,"DPJ","Minshu-tÅ","Democratic Party of Japan",1996,2014,0,42.410999,
71,"Japan",71625,"LP","JiyÅ«-tÅ","Liberal Party",2000,2000,0,11.01,
71,"Japan",71626,"NCP","Hoshu-tÅ","New Conservative Party",2000,2003,0,.41,
71,"Japan",71627,"","KibÅ no TÅ","Party of Hope",2017,2017,0,17.356436,
71,"Japan",71630,"PNP","Kokumin Shin-tÅ","People's New Party",2005,2012,0,1.74,
71,"Japan",71640,"","Mushozoku no Kai","Independent's Party",2003,2003,0,0,
71,"Japan",71650,"NPD","Shin-tÅ Daichi","New Party Mother Earth",2012,2012,0,.57599998,
71,"Japan",71660,"JIP","Ishin no TÅ","(Japan Innovation Party",2014,2014,0,15.717,
71,"Japan",71710,"PFG","Jisedai No Tou","Party for Future Generations",2014,2014,0,2.6530001,
71,"Japan",71951,"NPH","Shin-tÅ Sakigake","New Party Harbinger",1993,1996,0,2.6400001,
71,"Japan",71952,"JNP","Nihon Shin-tÅ","Japan New Party",1993,1993,0,8.0469999,
71,"Japan",71953,"NPN","Shin-tÅ Nippon","New Party Nippon",2009,2009,0,.75099999,
72,"Israel",72031,"","HaAvoda - Gesher","Labour - Gesher",2019,2020,1,5.8270001,
72,"Israel",72032,"","HaMaá¸¥aneh HaDemokrati","Democratic Camp",2019,2019,1,4.3390002,
72,"Israel",72041,"","Kahol Lavan","Blue and White",2019,2020,1,26.587,
72,"Israel",72071,"","Ihud Miflagot HaYamin","United Right",2019,2019,1,3.701,
72,"Israel",72072,"","Yemina","Right",2019,2020,1,5.875,
72,"Israel",72091,"","al-Qa'imah al-Mushtaraka/HaReshima HaMeshutefet","Joint List",2015,2020,1,12.669,
72,"Israel",72092,"Ra'am-Ta'al","HaReshima Haâ€™aravit HaMeuchedet - Tun'a Aravit LeHithadshut","United Arab List - Arab movement for revival",2006,2009,1,3.378,
72,"Israel",72220,"Maki","HaMiflaga HaKomunistit HaYisraelit","Israel Communist Party",1949,1969,0,4.5100002,
72,"Israel",72221,"MOKED","Moked","Focus",1973,1973,0,1.413,
72,"Israel",72222,"PLP","Hareshima Haâ€™mitkademet le-Shalom","Progressive List for Peace",1984,1988,1,1.8329999,
72,"Israel",72223,"SHELLI","Shalom Lemaan Israel","Peace for Israel",1977,1981,0,1.561,
72,"Israel",72224,"RAKAH","Reshima Kommunistit Hadasha","New Communist Party",1965,1973,0,3.405,
72,"Israel",72225,"","Hadash/Balad","Democratic National Party",1977,2019,0,4.5840001,
72,"Israel",72310,"RATZ","Hatnuah Lezhiot Haâ€™ezrach","Citizensâ€™ Rights Movement",1973,1988,0,4.2709999,
72,"Israel",72311,"MAPAM","Mifleget Haâ€™poalim Hameudet","United Workersâ€™ Party",1949,1988,0,14.727,
72,"Israel",72312,"","Am Ehad","One Nation",1999,2003,0,2.757,
72,"Israel",72320,"","Maarach","Alignment",1965,1984,1,46.209999,
72,"Israel",72322,"RAFI","Reshimat Poalei Israel","Israel Workersâ€™ List",1965,1965,0,7.9000001,
72,"Israel",72323,"HaAvoda","Mifleget HaAvoda HaYisraelit","Israeli Labour Party",1988,2019,0,34.650002,
72,"Israel",72324,"Mapai","Mifleget Poalei Eretz Yisrael","Worker's Party of the Land of Israel",1949,1961,0,38.230999,
72,"Israel",72325,"","Ahdut Haâ€™avodah","Unity of Labour",1955,1961,0,7.513,
72,"Israel",72326,"MERETZ","Meretz","Meretz",1992,2019,0,9.5799999,
72,"Israel",72327,"","Yisrael Ahat","One Israel",1999,1999,0,19.874001,
72,"Israel",72328,"","HaMahane Hazioni","Zionist Union",2015,2015,0,18.673,
72,"Israel",72410,"","Hâ€™Miflaga Hâ€™Liberalit Hâ€™Atzmaeet","Progressive and Independent Liberal Party",1965,1981,0,3.7539999,
72,"Israel",72411,"","Miflaga Haliberalit","Liberal Party",1961,1961,0,13.631,
72,"Israel",72412,"DASH","Hatnuah Hademokratit Le-shinui","Democratic Movement for Change",1977,1977,0,11.572,
72,"Israel",72413,"SHINUI","Shinui","Change",1981,2003,0,12.277,
72,"Israel",72414,"","Yahad","Together",1984,1984,0,2.233,
72,"Israel",72415,"","","Center Party",1999,1999,0,4.9089999,
72,"Israel",72420,"","Zionim Klalim","General Zionistsâ€™",1949,1959,0,16.202999,
72,"Israel",72425,"","Ometz","Courage",1984,1984,0,1.15,
72,"Israel",72427,"","Haâ€™Derech Haâ€™Shlishit","The Third Way",1996,1996,0,3.1600001,
72,"Israel",72428,"","Yisrael Ba-Aliya","Israel for Immigration",1996,1999,0,5.73,
72,"Israel",72430,"","Kadima","Forward",2006,2013,0,22.469999,
72,"Israel",72431,"","Hatnua","The Movement",2013,2013,0,4.9879999,
72,"Israel",72440,"","Yesh Atid","There is a Future",2013,2015,0,14.329,
72,"Israel",72450,"","Kulanu","All of us",2015,2019,0,7.4889998,
72,"Israel",72530,"Mafdal","Mifleget Datit Leumit","National Religious Party",1955,2006,0,9.8599997,
72,"Israel",72531,"","Agudat Yisrael","Union of Israel",1949,1988,0,3.7320001,
72,"Israel",72532,"TAMI","Tenua leâ€™Massoret Yisrael","Movement for Israelâ€™s Tradition",1981,1984,0,2.2950001,
72,"Israel",72533,"Shas","Shomrei Torah Sephardim","Sephardi Torah Guardians",1984,2020,0,12.766,
72,"Israel",72534,"","Morasha","Heritage",1984,1984,0,1.605,
72,"Israel",72535,"","Yahadut HaTorah HaMeukhedet","United Torah Judaism",1992,2020,1,6.0580001,
72,"Israel",72610,"","Hamerkaz Hahofshi","Free Centre",1969,1969,0,1.199,
72,"Israel",72611,"","Reshima Mamlachtit","State List",1969,1969,0,3.119,
72,"Israel",72612,"Tehiya","Tenuat Hetehiya","Renaissance Movement",1981,1992,0,3.204,
72,"Israel",72613,"Tzomet","HaTenua LeHithadashot Zionit Vevilti Miflagtaim","Crossroads - non-aligned movement for Zionist Renewal",1988,1992,0,6.3600001,
72,"Israel",72614,"","Degel Hatorah","Torah Flag",1988,1988,0,1.501,
72,"Israel",72615,"","Moledet","Homeland",1988,1996,0,2.3800001,
72,"Israel",72620,"","Tenuat Ha'Herut","Freedom",1949,1961,0,13.764,
72,"Israel",72621,"Gahal","Gush-Herut Liberalim","Herut-Liberal Bloc",1965,1969,0,21.663,
72,"Israel",72622,"Likud","HaLikud","The Consolidation",1973,2020,0,37.111,
72,"Israel",72623,"","Shlomzion","Peace to Zion",1977,1977,0,1.942,
72,"Israel",72624,"IL","HaIchud HaLeumi","National Union",1999,2009,1,5.526,
72,"Israel",72625,"","Israel Beiteinu","Israel is Our Home",1999,2020,0,11.696,
72,"Israel",72701,"","HaBayit HaYehudi","The Jewish Home",2009,2015,0,9.1219997,
72,"Israel",72901,"Ra'am","HaReshima Haâ€™aravit HaMeuchedet","United Arab List",1996,2019,0,2.9300001,
72,"Israel",72903,"BaLaD","at-Tajamu' al-Waá¹­anÄ« ad-DÄ«mÅ«craá¹­Ä«/ Brit Le'umit Demokratit","National Democratic Assembly",2003,2019,0,2.5580001,
72,"Israel",72951,"Gil","Gimla'ey Yisrael LaKnesset","Pensioners Party",2006,2006,0,5.921,
73,"Sri Lanka",73310,"SLFP","Sri Lanka Nidahas Pakshaya","Sri Lanka Freedom Party",1952,1977,0,,
73,"Sri Lanka",73330,"UNP","Ekshat Jathika Pakshaya","United National Party",1947,1977,0,,
74,"Turkey",74210,"HDP","HalklarÄ±n Demokratik Partisi","Peoples' Democratic Party",2015,2018,0,12.752,
74,"Turkey",74321,"CHP","Cumhuriyet Halk Partisi","Republican Peopleâ€™s Party",1950,2018,0,41.384998,
74,"Turkey",74322,"HP","HalkÃ§i Parti","Populist Party",1983,1983,0,30.462999,
